ID,p_Action,p_Adventure,p_Animation,p_Biography,p_Comedy,p_Crime,p_Documentary,p_Drama,p_Family,p_Fantasy,p_Film-Noir,p_History,p_Horror,p_Music,p_Musical,p_Mystery,p_News,p_Romance,p_Sci-Fi,p_Short,p_Sport,p_Thriller,p_War,p_Western
6936,0.5067417,0.1630043,0.1367096,0.035399526,0.52706856,0.12438897,0.059695307,0.12549911,0.10634309,0.1573443,0.0029349418,0.013710902,0.20520756,0.013233392,0.018349838,0.060054608,0.00018066494,0.01671928,0.30604127,0.0113479085,0.025490101,0.22186878,0.016888062,0.037717544
6937,0.10720833,0.013878539,0.0206631,0.02044558,0.5476881,0.47416878,0.0033851278,0.6338926,0.037326373,0.043935433,0.030925937,0.010260677,0.07295869,0.012803543,0.018058868,0.19119608,5.9156966e-05,0.11194621,0.017147979,0.002873808,0.0043963753,0.4802523,0.021307835,0.038864516
6938,0.06656006,0.03628391,0.03779209,0.09214515,0.40122128,0.27947888,0.03190496,0.6418002,0.037853748,0.04244412,0.017833991,0.009515118,0.046978056,0.024029683,0.029229907,0.046738446,0.00017170754,0.17120457,0.0091340495,0.014815807,0.014356863,0.1476773,0.030402314,0.043264255
6941,0.5034038,0.187894,0.30957976,0.022846596,0.47936735,0.15612657,0.00484903,0.22294216,0.09687925,0.2958945,0.012172447,0.01055497,0.16792795,0.025797313,0.065038346,0.07934495,5.7367353e-05,0.089907065,0.10661118,0.008333422,0.003971291,0.28591445,0.015060012,0.06503518
6943,0.20063066,0.25931397,0.08576557,0.067517236,0.22502156,0.028329631,0.0033126888,0.72546935,0.113742314,0.2252775,0.007951422,0.07151346,0.010229515,0.009308628,0.041272074,0.020971945,3.299007e-05,0.3361062,0.04940416,0.00321166,0.06221533,0.09109435,0.17409104,0.06889823
6944,0.066028856,0.030266203,0.028542481,0.030255638,0.25931945,0.056581203,0.0016340076,0.781498,0.03559324,0.06734973,0.019567788,0.008865853,0.040166683,0.006528017,0.017089931,0.0631567,1.1245593e-05,0.1963617,0.018988613,0.0015206404,0.0066367104,0.25198337,0.045075886,0.019153485
6949,0.24279752,0.106757835,0.060772505,0.019057304,0.10729206,0.076638326,0.0016997537,0.5590878,0.029273424,0.11701684,0.0051931166,0.012902612,0.06314591,0.0030615681,0.008912516,0.050031286,5.5874384e-06,0.0653012,0.064017184,0.001673263,0.0017259791,0.34672412,0.064232364,0.05770371
6960,0.010395871,0.06215602,0.071090996,0.091709115,0.5533229,0.03508201,0.0027787942,0.7530631,0.1058268,0.08054887,0.02302833,0.028549401,0.03842804,0.06519041,0.12261068,0.053304706,0.0006244403,0.7986019,0.006994036,0.016305942,0.029886246,0.044845004,0.06795272,0.050801
6963,0.0366507,0.013970764,0.01738192,0.06656003,0.24649549,0.1818793,0.013222143,0.7733085,0.024215743,0.018963115,0.010384585,0.0075364234,0.023491068,0.016697427,0.014769232,0.049052235,2.9380833e-05,0.16036662,0.0069373897,0.0024012579,0.004779843,0.15226206,0.02896865,0.02464545
6966,0.09443198,0.30133766,0.17351602,0.101029,0.16055478,0.010383462,0.009288684,0.76835597,0.14542174,0.21136951,0.005073731,0.12796514,0.015423176,0.030359829,0.061194763,0.017641563,2.6592852e-05,0.36010405,0.025884356,0.0024392447,0.009756593,0.054120615,0.48331097,0.2514769
6970,0.046207115,0.059870154,0.051111914,0.036596157,0.33131513,0.041886643,0.0027365622,0.7522706,0.041527767,0.03988138,0.0036488047,0.014519359,0.011996986,0.02278495,0.029194836,0.01664543,3.8656646e-05,0.28385934,0.007816665,0.005149788,0.0049101217,0.086841024,0.09530348,0.066312544
6971,0.083250456,0.06747911,0.05310962,0.03702199,0.22152254,0.027072996,0.016118731,0.6594195,0.08500092,0.06780051,0.004567772,0.021452716,0.16721605,0.01732941,0.03162806,0.028040007,4.179627e-05,0.049131148,0.077048115,0.0045353994,0.0038406663,0.22540502,0.045849748,0.05930572
6979,0.59881276,0.10434111,0.21398407,0.041181806,0.1213658,0.11934809,0.010749468,0.55655575,0.06731095,0.26208347,0.0043699625,0.06409627,0.10334367,0.016689466,0.013786066,0.04293617,5.692365e-05,0.03954327,0.29111284,0.004627934,0.0023821841,0.30502284,0.12803668,0.18509057
6980,0.11701962,0.06947479,0.06518435,0.06271479,0.23562296,0.07812384,0.014222821,0.5718621,0.047688525,0.095357776,0.0048822123,0.022322543,0.032676216,0.016051598,0.012884339,0.032717366,1.6327147e-05,0.071292624,0.037932906,0.0033898752,0.0034300846,0.18177842,0.059193227,0.03716964
6981,0.1330182,0.06648066,0.051050797,0.056085516,0.1590883,0.07768778,0.047911502,0.3684632,0.03980181,0.17558594,0.00533957,0.030740285,0.2731975,0.01821912,0.018246142,0.24640977,5.102142e-05,0.058548737,0.107957,0.007966738,0.002354114,0.27133945,0.09973303,0.03336713
6985,0.019164737,0.01600625,0.05056844,0.099433444,0.37050408,0.068922445,0.016074155,0.62901706,0.052552767,0.06859104,0.03073311,0.014033629,0.08896243,0.035974,0.05554173,0.03858998,0.00034642415,0.33801177,0.039162796,0.019211559,0.019771859,0.093904786,0.04994836,0.033314917
6986,0.20716377,0.06268107,0.03223514,0.052492235,0.52513033,0.5885386,0.012003951,0.59764826,0.05905307,0.033955134,0.041360136,0.014121126,0.017006708,0.019007059,0.025037032,0.12812582,0.0004086331,0.1427768,0.014538284,0.009704869,0.03446335,0.29365972,0.0892995,0.10741092
6988,0.10004811,0.017055098,0.01992216,0.14410073,0.18389165,0.2880578,0.041954987,0.887462,0.032324787,0.024684014,0.016646547,0.028538652,0.016847702,0.023793656,0.006874565,0.036450062,0.000100524514,0.088871144,0.011152277,0.0050599887,0.030143658,0.19377661,0.08770252,0.04965213
6990,0.01532516,0.0155556705,0.044292662,0.13246287,0.42450863,0.047124833,0.007159236,0.85182315,0.059536725,0.042989004,0.009625863,0.027291948,0.017104395,0.055544637,0.078498945,0.016108444,6.4053835e-05,0.598246,0.004164551,0.010833696,0.018729147,0.038854193,0.05013752,0.047629025
6993,0.039205372,0.03111445,0.055880018,0.08012531,0.5509825,0.1029597,0.57026947,0.35169622,0.14202632,0.048670482,0.0012731816,0.027727503,0.038497332,0.11104802,0.015485202,0.023051435,0.0008119623,0.04191143,0.008277111,0.015736204,0.03196528,0.08492948,0.008982071,0.02371379
6996,0.4804229,0.20279507,0.06140884,0.02154141,0.09402521,0.095096804,0.0021180646,0.636925,0.031277362,0.06272583,0.0032180808,0.0461101,0.03486505,0.002098828,0.0072605405,0.071236886,4.5262486e-06,0.062658384,0.17241417,0.00091604795,0.0019294416,0.40318277,0.34694636,0.11781856
6999,0.08177712,0.045966815,0.1189243,0.07500248,0.40849984,0.19705571,0.0044181435,0.79493964,0.09400857,0.087156706,0.015936986,0.020422395,0.03886068,0.033904243,0.036919687,0.05288902,8.8595014e-05,0.2079157,0.03829907,0.008541718,0.03164964,0.13470109,0.038465258,0.021578953
7000,0.06792121,0.025480488,0.07388001,0.05322605,0.48839974,0.05558665,0.0027318862,0.8165642,0.10438996,0.045132488,0.005558714,0.008929823,0.023519907,0.021799335,0.034430493,0.031967852,9.641409e-06,0.26949716,0.04083851,0.0017495446,0.05687405,0.14645702,0.030187728,0.026153244
7001,0.26444125,0.03959691,0.025681438,0.057225496,0.23941271,0.3875641,0.016285932,0.7007013,0.017982816,0.041990284,0.024551244,0.03706945,0.03159497,0.013356066,0.023174096,0.14054781,0.00017145985,0.14970857,0.019918885,0.00908223,0.004613624,0.39756832,0.15017475,0.0888366
7002,0.028218856,0.018844534,0.035680845,0.05799515,0.51366866,0.054264456,0.0017428288,0.90253294,0.07720948,0.049486108,0.022924105,0.008442117,0.021121169,0.018093538,0.03781833,0.045010425,8.068185e-05,0.46451765,0.008926254,0.004722332,0.040058147,0.106369965,0.052121982,0.03076295
7003,0.065565474,0.018294957,0.08888426,0.10422766,0.24961914,0.06769343,0.01301532,0.76945263,0.054521367,0.06247079,0.006441822,0.02975169,0.03567223,0.121377304,0.04067694,0.034009013,0.0001444479,0.31918734,0.07446195,0.004328455,0.018889856,0.10652885,0.029222421,0.040312175
7004,0.10562586,0.19123197,0.20024353,0.01406362,0.5375846,0.03164075,0.0048555904,0.4926806,0.21393749,0.1950345,0.004114196,0.00636875,0.05019097,0.015639765,0.049855087,0.043746043,1.1329156e-05,0.2499929,0.070848264,0.002057873,0.0074766097,0.094031304,0.020070953,0.047275446
7005,0.14960739,0.045005344,0.06773943,0.024536695,0.34030202,0.09124194,0.0037772649,0.5556731,0.08967725,0.07609392,0.008467006,0.012794367,0.1650214,0.010560747,0.016272781,0.056572743,4.7923848e-05,0.104126014,0.08891757,0.0037786558,0.010919845,0.22748135,0.024427785,0.037779834
7006,0.10547748,0.014754321,0.023342935,0.019106979,0.24499764,0.372405,0.00077428354,0.6551186,0.019056862,0.047141697,0.017498054,0.0017899249,0.07201929,0.005624779,0.008949092,0.14635105,3.6602905e-06,0.18194109,0.01458323,0.0007493786,0.001181035,0.5450616,0.0046307836,0.015108213
7009,0.13006109,0.07506744,0.2582383,0.0408931,0.54645294,0.10454645,0.017489314,0.3969553,0.18224604,0.19211377,0.00967414,0.013574888,0.058107525,0.03819382,0.060930464,0.03132544,0.000119054115,0.12780571,0.14063455,0.011096774,0.009270952,0.10642084,0.020877395,0.027719632
7010,0.05610834,0.28062406,0.5238533,0.034541838,0.53056127,0.005543541,0.004945362,0.39892423,0.4483815,0.5119622,0.00822784,0.029254206,0.0434156,0.01844834,0.1321889,0.032756202,0.0003251722,0.4266763,0.11667216,0.012289936,0.019817075,0.03690216,0.03267864,0.041494187
7011,0.8103672,0.14331175,0.044661306,0.0052399747,0.13033631,0.4703753,0.00035739614,0.42275095,0.020446368,0.1219402,0.016755251,0.0042342143,0.1522511,0.00080645253,0.0039044563,0.19433227,8.3178e-06,0.019455666,0.19141792,0.0012489359,0.00047696874,0.80732214,0.02048635,0.030310346
7014,0.020709278,0.006881812,0.027676634,0.17422147,0.25890878,0.15785898,0.045707367,0.81790966,0.016697131,0.023946483,0.04521373,0.035092637,0.028705565,0.060475577,0.032081824,0.094019726,0.00043925908,0.2793904,0.006393856,0.008892007,0.035673935,0.13847613,0.07550014,0.01770286
7016,0.14528601,0.06737852,0.07734317,0.06548729,0.38267562,0.19496551,0.009293117,0.441333,0.103710875,0.14165753,0.030784462,0.03291124,0.17381303,0.023142477,0.03593038,0.13994394,0.0008429109,0.16713145,0.04164415,0.03959596,0.009666226,0.3124979,0.07662515,0.091136314
7022,0.06867232,0.035798028,0.03213727,0.07140279,0.39064685,0.13404208,0.047253888,0.7253694,0.04111046,0.0314263,0.017440874,0.043399002,0.015162368,0.17055374,0.033095974,0.045442328,0.000784559,0.27090752,0.012966614,0.038759273,0.016955638,0.11501414,0.3334017,0.11644161
7026,0.23063794,0.10522064,0.108337045,0.07748694,0.15167947,0.08023054,0.032030173,0.51444805,0.11050038,0.12473019,0.0075633805,0.029312944,0.08938788,0.035952985,0.013096885,0.036042005,0.00011319487,0.024507362,0.19122095,0.0054351566,0.015504158,0.26846722,0.033170655,0.041929662
7027,0.5172141,0.2033186,0.069350034,0.052796494,0.07244294,0.07320125,0.004129514,0.66508037,0.023981424,0.07717171,0.013495381,0.05347166,0.0608113,0.009023285,0.011947406,0.06608709,5.752079e-05,0.08060713,0.08321495,0.005610246,0.0025139444,0.3774348,0.36230564,0.23814271
7029,0.036006693,0.014406514,0.030689282,0.043352704,0.3085528,0.046308532,0.0060773063,0.8083253,0.03683319,0.047857564,0.016053595,0.014778519,0.08404819,0.014994367,0.0355926,0.046804648,8.521249e-05,0.23415793,0.013539904,0.009504795,0.011816344,0.14533626,0.10581758,0.037811015
7031,0.028650068,0.10304509,0.1553922,0.04654782,0.4472245,0.03315507,0.010390325,0.5378298,0.18744726,0.13072067,0.006004202,0.012720966,0.08295669,0.032280862,0.03237524,0.049380418,0.00013945604,0.11744223,0.07884503,0.012846327,0.036364924,0.09189113,0.08112916,0.05909416
7035,0.28660297,0.03214797,0.029973663,0.042336382,0.13915123,0.43052962,0.0025929182,0.7929123,0.019746121,0.03294377,0.028865566,0.01060948,0.08840628,0.00879791,0.012173891,0.16721772,2.9791576e-05,0.050232854,0.08725487,0.004071172,0.0020392109,0.5886878,0.052610017,0.030576603
7041,0.11257275,0.047298487,0.02981544,0.085910454,0.35900015,0.11290607,0.014023426,0.62002796,0.117537454,0.041024625,0.0084114615,0.024028422,0.0778148,0.046088032,0.020743754,0.051522177,0.00019654626,0.084765345,0.030411974,0.011412151,0.17077847,0.14287564,0.05341425,0.044398367
7043,0.3940055,0.22456475,0.12684944,0.042135727,0.32652187,0.04173494,0.104816385,0.2338723,0.13712332,0.17530003,0.004316991,0.040038344,0.26181716,0.04361313,0.030003203,0.061852463,0.0007053034,0.045972567,0.48686275,0.022140032,0.02484571,0.21679683,0.059602816,0.044574197
7045,0.024006344,0.011490614,0.021796191,0.17333956,0.2596058,0.06984259,0.061260194,0.87594754,0.03125727,0.021520117,0.011790381,0.023694506,0.031555858,0.12789804,0.037547793,0.039047275,0.0008017902,0.21106201,0.0144766215,0.021185182,0.088946566,0.14857684,0.040646993,0.05228665
7052,0.013137707,0.009672834,0.08397623,0.040107973,0.6934712,0.04674288,0.014913137,0.6476803,0.051615916,0.052839004,0.019057602,0.012758767,0.07827474,0.08030023,0.052853227,0.044410482,0.0008824664,0.48287544,0.0130932685,0.014549069,0.004613424,0.088489935,0.024809286,0.019545613
7054,0.019640151,0.04062265,0.1670377,0.050144095,0.76840836,0.04645275,0.009565003,0.5679796,0.28707957,0.11321651,0.008204601,0.011505139,0.060440704,0.05599418,0.0745467,0.029972252,0.00015002054,0.20150273,0.02099954,0.006981678,0.06404472,0.03381447,0.005244714,0.021199286
7056,0.15371916,0.06695749,0.101914704,0.08652024,0.42127034,0.1709098,0.012875893,0.725318,0.095032595,0.056671474,0.0074302615,0.017184526,0.01647914,0.066259235,0.043943815,0.031337574,0.00015307544,0.18428124,0.052546844,0.016215343,0.022368513,0.09878781,0.038424592,0.06616203
7057,0.18128969,0.2548589,0.12407778,0.11470545,0.12823722,0.030476803,0.011971872,0.7808815,0.08320213,0.21838711,0.014870032,0.12581103,0.024989234,0.013488908,0.047964405,0.023315856,0.0002034037,0.28368723,0.016058821,0.006369556,0.013382596,0.10781546,0.22279847,0.21109062
7059,0.05106013,0.092267886,0.22893164,0.040857203,0.56144106,0.022600459,0.006521715,0.46596566,0.26140565,0.17799787,0.0063536894,0.01483555,0.059576623,0.053039163,0.07435378,0.02927535,6.433764e-05,0.3521044,0.056597788,0.010011917,0.015834369,0.059409797,0.025733562,0.041769225
7062,0.032500852,0.020821381,0.072687104,0.026355052,0.40107173,0.29761282,0.009593763,0.46205345,0.079799555,0.10969246,0.036481623,0.0059893765,0.49608156,0.015471549,0.0124256415,0.2969887,0.00040540277,0.064771526,0.052736588,0.025685335,0.016885333,0.34385157,0.012504948,0.045515727
7064,0.038358964,0.012679775,0.05598645,0.065544434,0.44647124,0.2758432,0.013091716,0.57476217,0.040441718,0.040119212,0.016638344,0.0069845407,0.16832136,0.025437573,0.014176824,0.13474928,0.0003122876,0.1128598,0.020726517,0.008774036,0.012075968,0.23898548,0.0053163087,0.035321232
7069,0.052627966,0.053547487,0.056559052,0.038555745,0.26269603,0.027857741,0.009609275,0.5799355,0.085289076,0.10125385,0.008914408,0.030418778,0.08642957,0.021760479,0.029294029,0.10406052,0.000262999,0.16547167,0.07602566,0.012889628,0.004378088,0.1785748,0.08545575,0.06830972
7079,0.6411789,0.42790172,0.13928753,0.016350884,0.08225742,0.035497434,0.005730377,0.5745497,0.07768659,0.16298954,0.006380254,0.06663582,0.082143776,0.005626793,0.019366346,0.029673517,3.9389288e-05,0.04654476,0.33569944,0.0043261563,0.0007091242,0.44231358,0.4474163,0.14348656
7083,0.03221884,0.06285544,0.16558526,0.023365967,0.66749966,0.121310815,0.0013903885,0.517752,0.14108206,0.14025874,0.08142935,0.005919503,0.09471172,0.020973796,0.08412383,0.14976561,0.00014514293,0.6246542,0.05019222,0.0073767044,0.0044810185,0.13067378,0.0067144865,0.013076684
7084,0.03644582,0.037757136,0.06424823,0.10114319,0.2636008,0.016007712,0.020800143,0.8423902,0.079358146,0.0641194,0.005308732,0.07340804,0.028853625,0.055936392,0.018452318,0.026041884,0.00010534596,0.41866615,0.01688298,0.00729642,0.015294558,0.063438065,0.25946215,0.06522951
7088,0.1269736,0.17133956,0.20077787,0.014313096,0.2766752,0.04007646,0.005520496,0.33756945,0.17692578,0.27614427,0.003593362,0.010466019,0.21154751,0.010247664,0.03843889,0.16285695,2.2892857e-05,0.06118624,0.31930476,0.0028900895,0.0073852036,0.19489273,0.0142822955,0.014471063
7094,0.07531707,0.03454338,0.051386986,0.2675037,0.2007912,0.044178963,0.3996025,0.731152,0.031487875,0.08052473,0.013733721,0.1578701,0.027468741,0.0708591,0.046847917,0.017354494,0.004278997,0.155968,0.027504785,0.0551103,0.064681515,0.0642099,0.37725496,0.048200015
7096,0.47644526,0.3392498,0.2664217,0.032067202,0.16184258,0.08022553,0.009946834,0.43619934,0.16210398,0.14676914,0.004312558,0.053845197,0.092852004,0.005035349,0.00897692,0.14553523,6.514883e-05,0.022817388,0.2783799,0.00443698,0.004901474,0.33551797,0.09683887,0.047457207
7097,0.22797008,0.02421793,0.09728478,0.04787101,0.24151468,0.45861602,0.010814994,0.5251891,0.048966628,0.06630417,0.019854715,0.020413306,0.2166259,0.01368559,0.011916678,0.18089645,7.1609626e-05,0.03871351,0.11651992,0.0049548508,0.0061076907,0.41475007,0.02038734,0.022671448
7098,0.048047982,0.13410409,0.030429384,0.048990496,0.10557038,0.03266027,0.0046441862,0.87997526,0.035648797,0.0561398,0.0050218357,0.07958838,0.0073880325,0.019762862,0.012191112,0.024066744,1.4341648e-05,0.29783103,0.025893433,0.0019042831,0.012004986,0.12663662,0.6979663,0.17282422
7099,0.1241531,0.07875094,0.12028901,0.047791675,0.45027408,0.05988286,0.02087343,0.6000335,0.081684165,0.083544515,0.0042116283,0.010025788,0.041163582,0.03322408,0.036735315,0.024371382,2.2564913e-05,0.18572813,0.0488946,0.006407284,0.009455747,0.10262453,0.022023216,0.04142339
7101,0.025506765,0.027657552,0.025707755,0.032548003,0.3310072,0.07831099,0.0025680498,0.6254594,0.03448794,0.06814274,0.010870012,0.009390651,0.15650843,0.012473085,0.019313011,0.08251468,7.821971e-05,0.14658585,0.013311518,0.005651684,0.010794013,0.16998857,0.023901656,0.04457048
7102,0.559487,0.40881228,0.08133931,0.028313844,0.337988,0.34793547,0.0022908181,0.45534152,0.16812508,0.17482437,0.0152509855,0.038340103,0.08092303,0.0041075214,0.024854867,0.21402735,0.00049544126,0.03287925,0.14040744,0.014183577,0.03340509,0.44701824,0.060176864,0.20809919
7112,0.44969717,0.33643666,0.38471094,0.038761042,0.23593314,0.034322403,0.032952655,0.264951,0.20768698,0.20380828,0.0021509505,0.0774781,0.06575993,0.010682313,0.01425508,0.024284773,0.00010339365,0.026886905,0.11569514,0.012887535,0.005897668,0.18517512,0.1113774,0.11210955
7114,0.91609627,0.45329565,0.2237015,0.023516586,0.060868036,0.35063517,0.018158823,0.30026135,0.080292895,0.21833163,0.0067928266,0.02563101,0.17381646,0.0025333876,0.006370618,0.093541235,0.00011863346,0.005376621,0.39983666,0.0057460605,0.01124525,0.63132995,0.05539393,0.073076755
7115,0.08360337,0.03827587,0.15695529,0.060439836,0.21489081,0.15711276,0.0070269248,0.5316374,0.061817266,0.16798365,0.013745752,0.028915562,0.20108038,0.011980804,0.022300007,0.09242839,0.00022050731,0.041498184,0.027374469,0.01309948,0.02825855,0.23626328,0.05022826,0.028742984
7117,0.0875203,0.00892033,0.008965672,0.08695843,0.2532908,0.10255356,0.025322638,0.83724266,0.009995472,0.023123857,0.008270507,0.014945337,0.01279182,0.062931985,0.04689987,0.018123949,5.002227e-05,0.17026363,0.017945902,0.0077665015,0.01239483,0.1751084,0.12337191,0.026628526
7119,0.41405106,0.0981991,0.065305404,0.03471073,0.10929579,0.17274687,0.00588243,0.6023106,0.028124444,0.084844865,0.0113257505,0.037816375,0.07052595,0.013071492,0.005942412,0.059590645,2.0898584e-05,0.04259323,0.10881051,0.0043997285,0.001702199,0.51210195,0.34183142,0.0750566
7121,0.08028637,0.06418622,0.07888536,0.044977173,0.48964685,0.038849637,0.009804779,0.5137388,0.11501016,0.09703484,0.012208782,0.015805636,0.06420483,0.021273,0.076816015,0.03896832,0.00013158284,0.1809564,0.043923747,0.010965336,0.0067337346,0.13594279,0.05001967,0.0570116
7122,0.011428565,0.003391375,0.007891918,0.07462028,0.53121334,0.25218555,0.004001397,0.9059222,0.009896699,0.0070083104,0.026979843,0.0074990415,0.00460803,0.026987731,0.018873665,0.07112402,1.9461175e-05,0.66808563,0.0017267402,0.0017924058,0.0057768114,0.1507659,0.024281556,0.010676508
7123,0.146776,0.07851263,0.18783487,0.03733583,0.55133134,0.11829694,0.01679074,0.31659704,0.18923254,0.17927359,0.01524354,0.016940886,0.27498436,0.033519883,0.059751686,0.08084659,0.00068400183,0.14016311,0.10882119,0.038235985,0.017612746,0.24126805,0.019208431,0.020963771
7124,0.60753006,0.06354295,0.015751496,0.06179476,0.1240916,0.777656,0.0048242887,0.7214999,0.01321687,0.032606166,0.056000743,0.028926646,0.03630389,0.009393491,0.0072087916,0.17284797,5.966197e-05,0.07212398,0.022564778,0.0056451517,0.0056370045,0.7581018,0.09213822,0.07837699
7125,0.13928129,0.06755447,0.09540427,0.014689072,0.6807431,0.028069427,0.00053611945,0.6707142,0.1824669,0.06433166,0.0019387946,0.0074645537,0.007449857,0.0051795575,0.009531571,0.015923636,6.565871e-07,0.17391609,0.017629344,0.00038804655,0.021757213,0.05564493,0.02540851,0.030724155
7126,0.17676352,0.24179274,0.050187718,0.09615552,0.08991321,0.016552174,0.046047423,0.74107116,0.1606102,0.13807185,0.0037975323,0.19760501,0.03412503,0.021470537,0.017922034,0.022514815,7.250413e-05,0.07665791,0.16041313,0.008661193,0.011083607,0.1153606,0.7478058,0.18483977
7128,0.010458579,0.017839821,0.07134565,0.10124088,0.6597136,0.036829315,0.020558126,0.757751,0.1403729,0.13671492,0.031099087,0.023760952,0.08988313,0.081065595,0.08942352,0.04151812,0.0014926938,0.40147957,0.013353891,0.016108723,0.044297125,0.06106412,0.023395592,0.035402726
7133,0.11117174,0.09705328,0.0661941,0.13353737,0.18525283,0.05689561,0.007578461,0.7790534,0.06577609,0.052910246,0.007851798,0.069138244,0.013410263,0.03188262,0.013187182,0.032645293,2.3179962e-05,0.122244634,0.027320515,0.002675037,0.012631062,0.1336492,0.21809827,0.09425447
7137,0.5217119,0.35045144,0.12314398,0.03270643,0.18248156,0.09362682,0.0023432004,0.59787774,0.11204746,0.19065921,0.005881833,0.021319998,0.05372081,0.006011407,0.018555596,0.04390752,5.3766125e-06,0.075188145,0.09505066,0.0018832926,0.00836743,0.31389856,0.047591798,0.26798803
7138,0.3402514,0.14115453,0.055581912,0.12765355,0.2099184,0.18206345,0.040946785,0.57474136,0.058811534,0.07784026,0.019130267,0.044143487,0.054374002,0.023495937,0.03163876,0.053969737,0.00096957234,0.10431887,0.0829519,0.031340517,0.056973413,0.31352916,0.08670815,0.11608225
7140,0.07288174,0.032769408,0.044587918,0.032974754,0.4699341,0.12269254,0.0056114304,0.80463916,0.069787316,0.06647538,0.015047681,0.006615753,0.022890545,0.017351877,0.06665249,0.026597898,6.5643486e-05,0.34159783,0.016961498,0.003845235,0.029260997,0.12271179,0.023462866,0.037054185
7141,0.26957586,0.24568029,0.25638634,0.054153603,0.20681292,0.030656539,0.12923028,0.26175508,0.22856432,0.26720437,0.0015208763,0.058144778,0.16168727,0.02310487,0.016157504,0.046253476,0.00011315462,0.030722525,0.34472975,0.007625362,0.02594736,0.17249365,0.030501826,0.04444331
7147,0.25518334,0.052539382,0.049227092,0.014478677,0.40795806,0.17374288,0.0026194458,0.5262487,0.067248896,0.06498267,0.0037940557,0.011827963,0.033201918,0.009681827,0.02932853,0.042945847,2.7204962e-05,0.16218199,0.027357863,0.0026605267,0.025022397,0.27219892,0.026570344,0.034558482
7151,0.43792772,0.15477462,0.057949033,0.05787199,0.24412332,0.3648286,0.01618925,0.6863818,0.05932435,0.06466989,0.034030724,0.027692135,0.021175256,0.024459762,0.02043033,0.04485203,0.0005819993,0.08317585,0.052521832,0.020440282,0.01653462,0.34020317,0.13546987,0.105938844
7154,0.12648377,0.111565664,0.034420192,0.067985386,0.22431578,0.023852816,0.042744786,0.65947706,0.09418874,0.07644107,0.004309623,0.06983705,0.034061052,0.02796657,0.022130847,0.015759919,0.00050375843,0.16998243,0.026101321,0.00872227,0.010941806,0.10149987,0.20275906,0.29554906
7155,0.108226225,0.1532949,0.13718437,0.055152614,0.5083014,0.05922222,0.012819367,0.46015462,0.13719185,0.11808013,0.0043513034,0.013356436,0.032196954,0.041942447,0.03077545,0.08900853,1.9825973e-05,0.19076914,0.06401773,0.0042693107,0.007508182,0.11426234,0.03497093,0.026615802
7156,0.123149276,0.092879675,0.098178536,0.10170355,0.16781257,0.0635619,0.03149205,0.61761224,0.06596473,0.10312497,0.01598353,0.10294538,0.20023604,0.030606544,0.067439295,0.077836834,0.0030257732,0.17941184,0.07362724,0.03987876,0.013392572,0.22538075,0.19267495,0.08813931
7158,0.18520004,0.03246304,0.03642919,0.048632313,0.07208421,0.13148609,0.0015683112,0.79640275,0.015208941,0.053062916,0.010216848,0.0135158505,0.030934287,0.0017101965,0.0019883371,0.043984175,7.3902756e-06,0.03621232,0.018045364,0.0011115998,0.0016818511,0.4138751,0.029609926,0.019038519
7161,0.049500946,0.031120947,0.038865443,0.018950783,0.5482326,0.058796026,0.0011536761,0.7608371,0.05639281,0.06331914,0.010423845,0.005198637,0.033367533,0.015419635,0.03887726,0.040946785,8.844677e-06,0.4578244,0.014834673,0.0023771508,0.008269784,0.15515193,0.022162978,0.047977276
7164,0.15559804,0.13909674,0.14877275,0.102038234,0.35292318,0.086634174,0.013793912,0.77063483,0.184507,0.1566885,0.012936288,0.0351752,0.032070503,0.027731532,0.04941437,0.046757482,0.00058877433,0.22656114,0.0980037,0.027434275,0.048798505,0.10189254,0.12649503,0.08748466
7165,0.044303656,0.025515607,0.029252551,0.037242983,0.21187319,0.07301644,0.0075011216,0.7380917,0.05627753,0.0392978,0.011899335,0.008446002,0.031276103,0.02600635,0.012470659,0.041974545,2.5150475e-05,0.08806964,0.02254092,0.0024384777,0.0069753197,0.17990832,0.029032962,0.022646815
7166,0.13119304,0.07114646,0.06613229,0.055317976,0.23351008,0.071733475,0.0733172,0.40175503,0.09515437,0.07422421,0.00209548,0.041735124,0.29002756,0.017307783,0.010270502,0.0858221,0.000100311154,0.0188454,0.09459565,0.0100701265,0.010229431,0.19991805,0.09378643,0.033717632
7167,0.032472588,0.0088976575,0.081056006,0.011536901,0.6156364,0.12015885,0.0025063348,0.4257998,0.051513694,0.115815006,0.013376825,0.0025230919,0.14172871,0.01495975,0.029030278,0.065566845,2.891527e-05,0.24019219,0.013011829,0.0061171697,0.0016381161,0.19971487,0.0034580543,0.014135154
7170,0.10794385,0.032371953,0.078681216,0.035810575,0.3010819,0.12261902,0.002723678,0.6600105,0.03173602,0.051839456,0.013006594,0.011244672,0.040591814,0.012622655,0.034746937,0.071232155,2.1096865e-05,0.3565463,0.025121791,0.002265377,0.002673362,0.20681857,0.065649875,0.044177767
7175,0.12518676,0.054396838,0.0997783,0.03018635,0.2170566,0.06391537,0.005081047,0.6430982,0.1156703,0.10165131,0.0038030744,0.009588134,0.13839513,0.04180465,0.025326481,0.024253428,5.0641047e-05,0.043538526,0.13294487,0.00600737,0.012018024,0.16146925,0.008881776,0.043026365
